id,PitNextLap
439140,0.0
439141,0.0
439142,0.0
439143,0.0
439144,0.0
439145,0.6362774056178515
439146,0.6584516392347095
439147,0.0
439148,0.0
439149,0.25964329553777
439150,0.0
439151,0.045995941681946304
439152,0.0
439153,0.0
439154,0.5717485580242319
439155,0.0
439156,0.09307449570989143
439157,0.18867386044614742
439158,0.8397986404292443
439159,1.0
439160,0.40028843233803263
439161,0.32988704579521166
439162,0.0
439163,0.8658605681494074
439164,1.0
439165,0.0
439166,0.18129153673195625
439167,0.03282969967342496
439168,0.997025305832457
439169,0.0
439170,0.7069599502335555
439171,0.13100942124317883
439172,0.0
439173,0.0
439174,0.0
439175,0.0
439176,0.0
439177,0.0
439178,0.0
439179,0.0
439180,0.0
439181,0.32262799064919423
439182,0.12046230106648859
439183,0.0
439184,0.8126714467668157
439185,0.0
439186,1.0
439187,0.02013147634642347
439188,0.06342010195830496
439189,0.16725014892222642
439190,0.789076443538739
439191,0.0
439192,0.15685840305224902
439193,0.0
439194,1.0
439195,1.0
439196,0.0
439197,0.0
439198,0.0
439199,0.06953933829657534
439200,0.6686301359167395
439201,0.278812511212024
439202,0.6112859805481955
439203,0.0
439204,0.31326127787755975
439205,0.3859316834687089
439206,0.0
439207,0.0
439208,1.0
439209,0.011492074219635842
439210,0.0
439211,1.0
439212,0.0
439213,0.0
439214,0.0
439215,0.5466567413833558
439216,0.1992017921823642
439217,0.8592880485016445
439218,0.05702244084042757
439219,1.0
439220,0.0
439221,0.07741891009055765
439222,0.01560400844244611
439223,0.9749745719111884
439224,0.0
439225,0.19054854079801486
439226,0.7566293149145751
439227,1.0
439228,0.0
439229,1.0
439230,0.0
439231,0.0
439232,0.0
439233,0.0
439234,1.0
439235,1.0
439236,1.0
439237,0.6821999004655503
439238,0.1047592586439127
439239,0.0
439240,0.0
439241,0.749824844938836
439242,0.12439532634176403
439243,0.08024219518548192
439244,0.1660426920923894
439245,0.5113296693106861
439246,0.4645695565052486
439247,0.052449776701548115
439248,0.27606907148234533
439249,1.0
439250,0.5597451076530844
439251,0.43935682209292143
439252,0.0
439253,0.06365267485184081
439254,0.3508273714059987
439255,0.3263033247727639
439256,0.062015410189661335
439257,0.7347798361139255
439258,0.5859334246309649
439259,0.0033737011070994194
439260,0.0
439261,0.0
439262,0.0
439263,1.0
439264,0.11860527417553139
439265,0.8352133619151236
439266,0.0
439267,0.1586347173674522
439268,0.0
439269,0.0
439270,0.771225278867032
439271,1.0
439272,0.02493266393142833
439273,0.0
439274,0.0
439275,0.0
439276,0.0
439277,0.0
439278,0.2123828763333631
439279,0.0
439280,0.0
439281,0.0
439282,0.0
439283,0.0
439284,0.6376482142468249
439285,0.7172087440474721
439286,0.0
439287,0.2126924743473847
439288,1.0
439289,0.0
439290,0.0724080777537992
439291,0.0
439292,0.256861278000434
439293,0.07765397627234
439294,0.6688932986576592
439295,0.04193107535437725
439296,0.0
439297,0.05027363391346058
439298,0.08487047170335393
439299,0.0
439300,1.0
439301,0.38950153054010733
439302,0.0
439303,0.0
439304,0.0
439305,0.0
439306,0.0
439307,0.15147016463945975
439308,0.4409402817496949
439309,0.0
439310,0.24665967208588507
439311,0.5334778828054756
439312,0.0
439313,0.14929281550651222
439314,0.0818563677612695
439315,0.0
439316,0.5875808772524629
439317,0.0
439318,1.0
