id,PitNextLap
439140,0.004954458
439141,0.016283426
439142,0.008526125
439143,0.38129184
439144,0.82807845
439145,0.19946182
439146,0.004187769
439147,0.001062147
439148,0.022361003
439149,0.0032442792
439150,0.60111403
439151,0.027897056
439152,0.05972949
439153,0.0059415707
439154,0.007246191
439155,0.9323392
439156,0.022779591
439157,0.006552301
439158,0.012832536
439159,0.46619463
439160,0.35758924
439161,0.01579848
439162,0.003314262
439163,0.818991
439164,0.8222402
439165,0.0028908455
439166,0.0033102352
439167,0.0044161784
439168,0.00047589425
439169,0.02272605
439170,0.005516243
439171,0.8218555
439172,0.0070236316
439173,0.5424584
439174,0.71084607
439175,0.92436767
439176,0.054116588
439177,0.013130077
439178,0.00048310452
439179,0.0016138124
439180,0.44111875
439181,0.24038273
439182,0.043118104
439183,0.03164452
439184,0.03537309
439185,0.011442861
439186,0.024973353
439187,0.0057790955
439188,0.01743786
439189,0.0024584173
439190,0.027711928
439191,0.34696093
439192,0.013236
439193,0.011441599
439194,0.0057677557
439195,0.029941378
439196,0.26913458
439197,0.038054284
439198,0.008244001
439199,0.3757346
439200,0.0031838953
439201,0.6244538
439202,0.0068294606
439203,0.012146816
439204,0.0003547778
439205,0.00010893721
439206,0.9211492
439207,0.0051977495
439208,0.007458546
439209,0.016916934
439210,0.058288194
439211,0.011116943
439212,0.003645904
439213,0.021528417
439214,0.046828207
439215,0.0021694575
439216,0.007265631
439217,0.4046795
439218,0.0016053085
439219,0.9385061
439220,0.027505402
439221,0.44716057
439222,0.0022050918
439223,0.033068463
439224,0.57647735
439225,0.014774854
439226,0.86811346
439227,0.0035377499
439228,0.1312172
439229,0.33587632
439230,0.75737315
439231,0.0048609404
439232,0.0014603538
439233,0.010187414
439234,0.055873856
439235,0.0017926217
439236,0.13502428
439237,0.8809316
439238,0.7199581
439239,0.8455836
439240,0.020413443
439241,0.0009135477
439242,0.0022723263
439243,0.003934598
439244,0.004075646
439245,0.75002116
439246,0.00052446587
439247,0.7303874
439248,0.00631816
439249,0.01403275
439250,0.061234303
439251,0.21631648
439252,0.29283237
439253,0.0041114013
439254,0.044912435
439255,0.00524518
439256,0.08132029
439257,0.028875384
439258,0.0039413464
439259,0.008459927
439260,0.00010111192
439261,0.03232127
439262,0.01792072
439263,0.0009338587
439264,0.9061664
439265,0.009921101
439266,0.0114737
439267,0.01950575
439268,0.006579332
439269,0.0049595525
439270,0.024138201
439271,2.8934883e-05
439272,0.012266589
439273,0.25513676
439274,0.13721782
439275,0.18093978
439276,0.014324939
439277,0.42184934
439278,0.20452338
439279,0.029481646
439280,0.028916258
439281,0.0036229263
439282,0.75078833
439283,0.006347132
439284,0.006652812
439285,0.010547851
439286,0.0071797497
439287,0.0019912168
439288,0.37312916
439289,0.00013428563
439290,0.0020171315
439291,0.009958791
439292,0.020437801
439293,4.8214155e-05
439294,0.93385154
439295,0.9337631
439296,0.21380514
439297,0.52191496
439298,0.0027224505
439299,0.06043261
439300,0.7542905
439301,0.0002423183
439302,0.016380621
439303,0.0022591702
439304,0.0050306544
439305,0.7106577
439306,0.8680908
439307,0.71096593
439308,0.0023298697
439309,0.002483186
439310,0.006226321
439311,0.0140599385
439312,0.011361945
439313,0.03323773
439314,0.008800512
439315,0.014195823
439316,0.015827123
439317,0.023665866
439318,0.02604198
439319,0.0004911963
439320,0.012412447
439321,0.5338557
439322,0.43139556
439323,0.036487054
439324,0.018994344
439325,0.003730242
439326,0.007669946
439327,0.006818405
439328,0.0066669574
439329,0.0044667725
439330,0.011884868
439331,0.0038482938
439332,0.8755927
439333,0.024444489
439334,0.0019705927
439335,0.0016410585
439336,0.7743631
439337,5.6265715e-05
439338,0.036850937
439339,0.099514
439340,0.68768
439341,0.114159696
439342,0.8617351
439343,0.01205369
439344,0.006027563
439345,0.83304167
439346,0.7879153
439347,0.4003094
439348,0.5513185
439349,0.0004420191
439350,0.008304022
439351,0.7096672
439352,0.38595602
439353,0.57032895
439354,0.00047394464
439355,0.3391317
439356,0.5740996
439357,0.0046541733
439358,0.00054732355
439359,0.3908453
439360,0.0021009804
439361,0.00043057516
439362,0.0059159575
439363,0.7837796
439364,0.010926856
439365,0.00051087065
439366,0.003747124
439367,0.529955
439368,0.0048750844
439369,0.014730704
439370,0.23979649
439371,0.8440558
439372,0.814014
439373,0.3994507
439374,0.7306091
439375,0.011413803
439376,0.5760592
439377,0.36431152
439378,0.0018842295
439379,0.013011596
439380,0.75337136
439381,0.002337101
439382,0.028932322
439383,0.41145805
439384,0.025660576
439385,0.6816479
439386,0.14791043
439387,0.0030088744
439388,0.8850631
439389,0.017288813
439390,0.025124418
439391,0.43618837
439392,0.019208498
439393,0.81231517
439394,0.37703767
439395,0.011456678
439396,0.007815275
439397,0.16975199
439398,0.12947498
439399,0.019736353
439400,0.0010340278
439401,0.49571535
439402,0.013529145
439403,0.028432032
439404,0.00267899
439405,0.71129286
439406,0.024501186
439407,0.00020506358
439408,0.0012404721
439409,0.9495103
439410,0.014386866
439411,0.8824111
439412,0.82644033
439413,0.0044856155
439414,0.10692219
439415,0.010280804
439416,0.02099504
439417,0.03134042
439418,0.17868942
439419,0.010233589
439420,0.38911882
439421,0.14323919
439422,0.005678837
439423,0.15499437
439424,0.14746246
439425,0.0050816685
439426,0.018385243
439427,0.73431885
439428,0.15611728
439429,0.030767586
439430,0.63274664
439431,0.034545098
439432,0.62825596
439433,0.00011726949
439434,0.017124655
439435,0.028363457
439436,0.0035658602
439437,0.883141
439438,0.71574664
439439,0.017531186
439440,0.7926545
439441,0.0028384726
439442,0.015661383
439443,0.023825467
439444,0.011797273
439445,0.0007045677
439446,0.08541175
439447,0.084729
439448,0.13997152
439449,0.0015639495
439450,0.0028754016
439451,0.0020938225
439452,0.0053577363
439453,0.021673778
439454,0.7592164
439455,0.03144634
439456,0.011602545
439457,0.0026568298
439458,0.00320086
